Prompt,Response
"Watch out, crash on Breanna Passage Road, by Marina Bay Sands near lamp post #87. There's a huge fire breakout. nobody seems hurt, involving a bus, a motorcycle, a car. Observers are calling for help.","Location of the incident: Breanna Passage Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 87
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a bus, a motorcycle, a car
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Emergency reported on Elliott Light Road, near Changi Airport near lamp post #586. There's . , involving a motorcycle. .","Location of the incident: Elliott Light Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 586
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Bradford Heights Road, by Marina Bay Sands near lamp post #964. There's oil spilled all over. , involving a pedestrian, a bicycle, a car. .","Location of the incident: Bradford Heights Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 964
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a pedestrian, a bicycle, a car
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Emergency reported on Lopez Roads Road, close to Gardens by the Bay near lamp post #673. There's oil spilled all over. a few injuries spotted, involving a motorcycle, a bus. Bystanders are unsure what to do.","Location of the incident: Lopez Roads Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 673
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a motorcycle, a bus
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"This just in, accident at Russo Harbor Road, by Marina Bay Sands near lamp post #564. There's a huge fire breakout. , involving a motorcycle. Observers are calling for help.","Location of the incident: Russo Harbor Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 564
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a motorcycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Watch out, crash on Cooper Drives Road, near lamp post #533. There's . someone appears seriously injured, involving a pedestrian, a bicycle. Observers are calling for help.","Location of the incident: Cooper Drives Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 533
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a pedestrian, a bicycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: injured"
"Attention, incident occurred at Martin Well Road, near lamp post #705. There's debris scattered around. nobody seems hurt, involving a bus. Observers are calling for help.","Location of the incident: Martin Well Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 705
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a bus
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Just saw something happen on Jacobs Springs Road, close to Gardens by the Bay near lamp post #453. There's oil spilled all over. , involving a motorcycle, a pedestrian, a bicycle. Bystanders are unsure what to do.","Location of the incident: Jacobs Springs Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 453
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a motorcycle, a pedestrian, a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Just saw something happen on Jenkins Brooks Road, near lamp post #719. There's a tree blocking the road. a few injuries spotted, involving a bicycle, a motorcycle, a bus. .","Location of the incident: Jenkins Brooks Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 719
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a bicycle, a motorcycle, a bus
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Emergency reported on Riley Highway Road, close to Gardens by the Bay near lamp post #468. There's . a few injuries spotted, involving a car, a bicycle, a motorcycle. Bystanders are unsure what to do.","Location of the incident: Riley Highway Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 468
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a car, a bicycle, a motorcycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Attention, incident occurred at Holly Green Road, near lamp post #543. There's a huge fire breakout. nobody seems hurt, involving a bicycle, a car. Bystanders are unsure what to do.","Location of the incident: Holly Green Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 543
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a bicycle, a car
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Just saw something happen on Harris Loop Road, around Sentosa near lamp post #406. There's oil spilled all over. nobody seems hurt, involving a car, a pedestrian. Observers are calling for help.","Location of the incident: Harris Loop Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 406
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a car, a pedestrian
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Scott Walks Road, near lamp post #243. There's . nobody seems hurt, involving a bicycle. Bystanders are unsure what to do.","Location of the incident: Scott Walks Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 243
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Attention, incident occurred at Miles Stream Road, near lamp post #434. There's debris scattered around. nobody seems hurt, involving a motorcycle. People helping out.","Location of the incident: Miles Stream Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 434
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a motorcycle
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Watch out, crash on Jason Pines Road, near lamp post #352. There's oil spilled all over. , involving a bicycle, a pedestrian, a car. .","Location of the incident: Jason Pines Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 352
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bicycle, a pedestrian, a car
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Mayer Passage Road, close to Gardens by the Bay near lamp post #599. There's a tree blocking the road. someone appears seriously injured, involving a bus. People helping out.","Location of the incident: Mayer Passage Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 599
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a bus
Actions taken by bystanders: People helping out
State of casualties involved in the accident: injured"
"Just saw something happen on Julie Trace Road, close to Gardens by the Bay near lamp post #937. There's oil spilled all over. someone appears seriously injured, involving a bicycle, a motorcycle, a pedestrian. Bystanders are unsure what to do.","Location of the incident: Julie Trace Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 937
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bicycle, a motorcycle, a pedestrian
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: injured"
"Emergency reported on Cook Ferry Road, around Sentosa near lamp post #541. There's . a few injuries spotted, involving a pedestrian. Observers are calling for help.","Location of the incident: Cook Ferry Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 541
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a pedestrian
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Attention, incident occurred at Lauren Road Road, close to Gardens by the Bay near lamp post #787. There's a tree blocking the road. , involving a bus, a pedestrian, a car. Bystanders are unsure what to do.","Location of the incident: Lauren Road Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 787
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a bus, a pedestrian, a car
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Anthony Curve Road, near lamp post #188. There's oil spilled all over. nobody seems hurt, involving a motorcycle, a bus, a pedestrian. .","Location of the incident: Anthony Curve Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 188
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a motorcycle, a bus, a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"This just in, accident at Alexandria Harbor Road, close to Gardens by the Bay near lamp post #509. There's a huge fire breakout. nobody seems hurt, involving a bus, a car, a pedestrian. Bystanders are unsure what to do.","Location of the incident: Alexandria Harbor Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 509
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a bus, a car, a pedestrian
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Just saw something happen on Mark Flat Road, close to Gardens by the Bay near lamp post #853. There's a tree blocking the road. a few injuries spotted, involving a motorcycle. Observers are calling for help.","Location of the incident: Mark Flat Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 853
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a motorcycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Emergency reported on Bruce Islands Road, near lamp post #954. There's . a few injuries spotted, involving a bus, a bicycle, a car. .","Location of the incident: Bruce Islands Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 954
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a bus, a bicycle, a car
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Attention, incident occurred at Pierce Glen Road, close to Gardens by the Bay near lamp post #815. There's a huge fire breakout. , involving a car, a motorcycle, a bicycle. .","Location of the incident: Pierce Glen Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 815
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a car, a motorcycle, a bicycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Watch out, crash on Jennifer Shores Road, near lamp post #848. There's . nobody seems hurt, involving a pedestrian, a motorcycle, a bicycle. Bystanders are unsure what to do.","Location of the incident: Jennifer Shores Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 848
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a pedestrian, a motorcycle, a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Randy Forest Road, close to Gardens by the Bay near lamp post #875. There's debris scattered around. nobody seems hurt, involving a pedestrian. Observers are calling for help.","Location of the incident: Randy Forest Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 875
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a pedestrian
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Emergency reported on Alyssa Avenue Road, around Sentosa near lamp post #506. There's oil spilled all over. nobody seems hurt, involving a motorcycle. Bystanders are unsure what to do.","Location of the incident: Alyssa Avenue Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 506
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a motorcycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Watch out, crash on Angela Well Road, by Marina Bay Sands near lamp post #120. There's . , involving a motorcycle, a bus. .","Location of the incident: Angela Well Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 120
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a motorcycle, a bus
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Attention, incident occurred at Ashley Way Road, near Changi Airport near lamp post #746. There's . someone appears seriously injured, involving a car, a bus, a motorcycle. Bystanders are unsure what to do.","Location of the incident: Ashley Way Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 746
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a car, a bus, a motorcycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: injured"
"Uh oh, there's an accident on Karen Point Road, by Marina Bay Sands near lamp post #335. There's . , involving a car, a motorcycle, a pedestrian. .","Location of the incident: Karen Point Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 335
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a car, a motorcycle, a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"This just in, accident at Kenneth Green Road, around Sentosa near lamp post #273. There's debris scattered around. , involving a pedestrian, a motorcycle. .","Location of the incident: Kenneth Green Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 273
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a pedestrian, a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Jones Mills Road, close to Gardens by the Bay near lamp post #250. There's a huge fire breakout. , involving a motorcycle, a bicycle. Observers are calling for help.","Location of the incident: Jones Mills Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 250
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a motorcycle, a bicycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Attention, incident occurred at Woods Plains Road, near Changi Airport near lamp post #523. There's oil spilled all over. , involving a bicycle, a motorcycle. .","Location of the incident: Woods Plains Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 523
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bicycle, a motorcycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Parker Village Road, near lamp post #54. There's a tree blocking the road. nobody seems hurt, involving a pedestrian. Bystanders are unsure what to do.","Location of the incident: Parker Village Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 54
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a pedestrian
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Watch out, crash on Michael Union Road, near Changi Airport near lamp post #770. There's a huge fire breakout. nobody seems hurt, involving a car, a pedestrian, a bus. .","Location of the incident: Michael Union Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 770
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a car, a pedestrian, a bus
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Attention, incident occurred at Sara Brook Road, close to Gardens by the Bay near lamp post #87. There's . a few injuries spotted, involving a motorcycle, a pedestrian. .","Location of the incident: Sara Brook Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 87
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a motorcycle, a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Watch out, crash on Page Courts Road, by Marina Bay Sands near lamp post #726. There's oil spilled all over. , involving a bicycle. Bystanders are unsure what to do.","Location of the incident: Page Courts Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 726
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"This just in, accident at Brian Avenue Road, close to Gardens by the Bay near lamp post #615. There's a tree blocking the road. someone appears seriously injured, involving a pedestrian, a bicycle. Bystanders are unsure what to do.","Location of the incident: Brian Avenue Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 615
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a pedestrian, a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: injured"
"Just saw something happen on Tony Plains Road, by Marina Bay Sands near lamp post #551. There's debris scattered around. nobody seems hurt, involving a bicycle, a motorcycle, a car. People helping out.","Location of the incident: Tony Plains Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 551
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a bicycle, a motorcycle, a car
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Watch out, crash on Gregory Valleys Road, around Sentosa near lamp post #700. There's oil spilled all over. someone appears seriously injured, involving a bus, a pedestrian. Observers are calling for help.","Location of the incident: Gregory Valleys Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 700
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bus, a pedestrian
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: injured"
"This just in, accident at Alex Trace Road, by Marina Bay Sands near lamp post #209. There's a tree blocking the road. nobody seems hurt, involving a car. People helping out.","Location of the incident: Alex Trace Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 209
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a car
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Watch out, crash on Robert Knolls Road, close to Gardens by the Bay near lamp post #917. There's debris scattered around. a few injuries spotted, involving a pedestrian. .","Location of the incident: Robert Knolls Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 917
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Attention, incident occurred at Ashley Ramp Road, around Sentosa near lamp post #359. There's debris scattered around. nobody seems hurt, involving a bicycle. Bystanders are unsure what to do.","Location of the incident: Ashley Ramp Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 359
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Watch out, crash on Mark Isle Road, near Changi Airport near lamp post #552. There's a huge fire breakout. nobody seems hurt, involving a pedestrian, a car, a bus. People helping out.","Location of the incident: Mark Isle Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 552
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a pedestrian, a car, a bus
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"This just in, accident at Roach Loop Road, near Changi Airport near lamp post #238. There's debris scattered around. , involving a car. Observers are calling for help.","Location of the incident: Roach Loop Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 238
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a car
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"This just in, accident at Wagner Isle Road, near Changi Airport near lamp post #588. There's . a few injuries spotted, involving a bus, a bicycle. Bystanders are unsure what to do.","Location of the incident: Wagner Isle Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 588
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a bus, a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"This just in, accident at Ramos Row Road, near lamp post #466. There's a huge fire breakout. a few injuries spotted, involving a bicycle, a pedestrian, a car. People helping out.","Location of the incident: Ramos Row Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 466
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a bicycle, a pedestrian, a car
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Emergency reported on Richards Pike Road, near lamp post #269. There's a huge fire breakout. nobody seems hurt, involving a motorcycle, a pedestrian, a bus. People helping out.","Location of the incident: Richards Pike Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 269
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a motorcycle, a pedestrian, a bus
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Emergency reported on Alex Hill Road, by Marina Bay Sands near lamp post #838. There's debris scattered around. a few injuries spotted, involving a motorcycle, a car. People helping out.","Location of the incident: Alex Hill Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 838
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a motorcycle, a car
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Emergency reported on Eric Common Road, around Sentosa near lamp post #191. There's . nobody seems hurt, involving a bicycle, a car. .","Location of the incident: Eric Common Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 191
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a bicycle, a car
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Emergency reported on Michael Mountain Road, near lamp post #219. There's a tree blocking the road. , involving a pedestrian, a motorcycle. Observers are calling for help.","Location of the incident: Michael Mountain Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 219
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a pedestrian, a motorcycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Emergency reported on Dustin Stream Road, near Changi Airport near lamp post #517. There's debris scattered around. someone appears seriously injured, involving a car. Bystanders are unsure what to do.","Location of the incident: Dustin Stream Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 517
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a car
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: injured"
"Watch out, crash on Emily Keys Road, close to Gardens by the Bay near lamp post #614. There's oil spilled all over. a few injuries spotted, involving a bus, a pedestrian. Bystanders are unsure what to do.","Location of the incident: Emily Keys Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 614
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bus, a pedestrian
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Emergency reported on Allen Court Road, near Changi Airport near lamp post #734. There's a huge fire breakout. someone appears seriously injured, involving a bus, a car, a pedestrian. Bystanders are unsure what to do.","Location of the incident: Allen Court Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 734
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a bus, a car, a pedestrian
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: injured"
"Watch out, crash on Christensen Crescent Road, near Changi Airport near lamp post #193. There's a tree blocking the road. nobody seems hurt, involving a bus. People helping out.","Location of the incident: Christensen Crescent Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 193
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a bus
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Just saw something happen on Hernandez Coves Road, by Marina Bay Sands near lamp post #552. There's a tree blocking the road. a few injuries spotted, involving a bicycle, a motorcycle, a car. .","Location of the incident: Hernandez Coves Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 552
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a bicycle, a motorcycle, a car
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Just saw something happen on Kara Land Road, near Changi Airport near lamp post #953. There's a huge fire breakout. nobody seems hurt, involving a motorcycle, a pedestrian, a bus. People helping out.","Location of the incident: Kara Land Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 953
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a motorcycle, a pedestrian, a bus
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"This just in, accident at Turner Mountains Road, close to Gardens by the Bay near lamp post #151. There's oil spilled all over. nobody seems hurt, involving a bicycle, a pedestrian, a motorcycle. People helping out.","Location of the incident: Turner Mountains Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 151
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bicycle, a pedestrian, a motorcycle
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Attention, incident occurred at Porter Corners Road, near Changi Airport near lamp post #693. There's oil spilled all over. a few injuries spotted, involving a bus, a car. .","Location of the incident: Porter Corners Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 693
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bus, a car
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"This just in, accident at Wilson Tunnel Road, around Sentosa near lamp post #785. There's . a few injuries spotted, involving a motorcycle, a bicycle. Bystanders are unsure what to do.","Location of the incident: Wilson Tunnel Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 785
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a motorcycle, a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Attention, incident occurred at Underwood Rue Road, near lamp post #89. There's . nobody seems hurt, involving a bicycle. Bystanders are unsure what to do.","Location of the incident: Underwood Rue Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 89
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Attention, incident occurred at Theresa Mission Road, near Changi Airport near lamp post #446. There's a huge fire breakout. a few injuries spotted, involving a bicycle, a bus, a car. People helping out.","Location of the incident: Theresa Mission Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 446
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a bicycle, a bus, a car
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"This just in, accident at Stacy Cove Road, around Sentosa near lamp post #184. There's a tree blocking the road. someone appears seriously injured, involving a bicycle, a pedestrian, a motorcycle. People helping out.","Location of the incident: Stacy Cove Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 184
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a bicycle, a pedestrian, a motorcycle
Actions taken by bystanders: People helping out
State of casualties involved in the accident: injured"
